gamma_dec,bc_acc,b_speed_c1,beta_dec,alpha_acc,sigma_dec,lamda_acc_p,alpha_dec,lamda_dec_n,beta_acc,sigma_acc,b_speed_c2,dn,bc_dec,gamma_acc,sigma_dn
1.2157491485019583,0.9580026325268903,0.6999244663906244,0.28790297358212597,0.38929768315204344,0.05934884610692294,0.03974771121927906,1.1887521149377165,1.582062008981806,0.016336015380677717,-0.9469134066144462,-1.1951294398057548,0.05933442398871223,-1.2373902761319462,-0.009762286811140388,-1.1810495157805947
1.2249605927931693,0.951243221104348,0.6921483020231913,0.28722080561891045,0.38928319193103716,0.06060973303370627,0.03970232244925572,1.198529443184333,1.5937235089670008,0.016357527632993245,-0.9461384470047172,-1.2078343742519295,0.05875592234030684,-1.2416348813538367,-0.009751589567430887,-1.1798779400488302
1.2414449211332765,0.9490750518675994,0.693711626735376,0.2938698849333004,0.3890339879434468,0.061676140838044985,0.03976330886396041,1.214558720872937,1.6080266071690688,0.01637611930257465,-0.9460772392538717,-1.2084494151234648,0.05870068781890616,-1.2404404031912373,-0.009796088854501884,-1.1800349255103753
1.2591417185491889,0.967014553562007,0.6840140270132472,0.2931268951843345,0.3895441825526106,0.06227542525015088,0.039720113224082726,1.262463731773668,1.6134499307160128,0.016498941100889192,-0.946440180426821,-1.208912224282481,0.05901449878271868,-1.24156947586435,-0.009580650376795672,-1.1805597574653746
1.2670541065608565,0.9422504394787329,0.6968758247456694,0.27224706661455067,0.3884565456908303,0.062392338317421504,0.0402072257840514,1.3438334168648916,1.6060055416418202,0.016870259562585456,-0.9455403001928887,-1.2034483100248874,0.05832663934839198,-1.2392619128032651,-0.009519878472727988,-1.180585531199932
1.2700809434765057,0.9446448905306604,0.6957105512752585,0.2728577616591187,0.3877846469560108,0.0656404476117434,0.04070050426743928,1.3297687213838723,1.6251436994252924,0.017502316507123906,-0.9451897163323646,-1.2043036293628062,0.05812492264710317,-1.2376885788618108,-0.009170054285220946,-1.1818413584374186
1.3241297418255698,0.9514963682105041,0.6929439789588803,0.2846868872859755,0.38557052526877617,0.07322678671006655,0.04181364059437609,1.3913546038464393,1.6844204476713593,0.018546423210575907,-0.9444159552680329,-1.2045732225240238,0.05798305810442891,-1.2323078291654885,-0.0088756012461202,-1.1850509411760834
1.3442609031777077,0.9565674926951483,0.6905042780288493,0.29056704617415485,0.3843979555674492,0.07765733335943854,0.04264513696277705,1.4098260581473385,1.7106202647751592,0.01950899216959904,-0.9438339701500328,-1.2025874176057765,0.0577188340875273,-1.2294828729880776,-0.008374380254114116,-1.1871902203703704
1.3439750418631529,0.9561148000239788,0.690739069384272,0.29114065530664,0.38435480811298706,0.07750554702689953,0.042635120827655984,1.4101684064226234,1.7086218002947198,0.019457970882919746,-0.9438343676312119,-1.2022497028125287,0.057742918039901676,-1.2294882950365087,-0.008427002465351625,-1.187159939545532
1.3440748228582358,0.956107893089165,0.6907422375994782,0.29116567213096844,0.3843627111868043,0.07750670967997911,0.04263296371498749,1.4103286843605773,1.708738608735227,0.019457198898358962,-0.9438362564473849,-1.2023028005709304,0.05774333484853788,-1.2294859044709174,-0.008425540278852006,-1.1871551235594888
1.3440875763398001,0.9561130755820431,0.6907401281839758,0.2911862773552479,0.3843613987777354,0.07750739571446519,0.04263321187740822,1.4103367089987993,1.708726902669432,0.019457200353078807,-0.9438360344162808,-1.202304088532222,0.05774339544309114,-1.2294832702952436,-0.008425871977243544,-1.1871566677028191
1.344084986072126,0.9561122794243329,0.690741486437123,0.2911824178845749,0.38436129216200926,0.0775074880239883,0.042633263924683355,1.4103368518794006,1.7087268485354754,0.0194571864948943,-0.9438360358530803,-1.2023047705521093,0.05774343664574678,-1.229483711940468,-0.008425908881098825,-1.1871567943286911
1.3440849860340227,0.9561122793723775,0.6907414864713515,0.2911824177827645,0.3843612921550198,0.07750748803001703,0.04263326392556248,1.4103368518611374,1.7087268486189169,0.019457186494402416,-0.9438360358519763,-1.2023047705780756,0.057743436645591256,-1.2294837119495023,-0.008425908883524447,-1.18715679432879
